2025-11-30 11:51:44,020 [Worker-223: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/cucumber/messages/maven-metadata.xml
2025-11-30 11:51:44,036 [Worker-223: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/cucumber/messages/maven-metadata.xml
2025-11-30 11:51:44,882 [Worker-223: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/cucumber/query/maven-metadata.xml
2025-11-30 11:51:44,896 [Worker-223: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/cucumber/query/maven-metadata.xml
2025-11-30 11:51:45,253 [Worker-223: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/cucumber/cucumber-junit/7.20.1/cucumber-junit-7.20.1.pom
2025-11-30 11:51:45,266 [Worker-223: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/cucumber/cucumber-junit/7.20.1/cucumber-junit-7.20.1.pom
2025-11-30 11:51:45,756 [Worker-223: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/cucumber/cucumber-junit/7.20.1/cucumber-junit-7.20.1.jar
2025-11-30 11:51:45,804 [Worker-223: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/cucumber/cucumber-junit/7.20.1/cucumber-junit-7.20.1.jar
2025-11-30 11:51:45,868 [Worker-223: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: bdd:framework:1.0 @ E:\Selenium\BDDFramework_regTest\pom.xml.
2025-11-30 11:51:46,337 [Worker-223: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /BDDFramework_regTest/src/main/java
2025-11-30 11:51:46,339 [Worker-223: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /BDDFramework_regTest/src/main/resources
2025-11-30 11:51:46,340 [Worker-223: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /BDDFramework_regTest/src/test/java
2025-11-30 11:51:46,341 [Worker-223: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /BDDFramework_regTest/src/test/resources
2025-11-30 11:51:46,644 [Worker-223: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Reset launch configuration name: TestRunner
2025-11-30 11:51:46,645 [Worker-223: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Updating TestRunner from maven configuration
2025-11-30 11:51:47,320 [Worker-223: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Reset launch configuration name: TestRunner (1)
2025-11-30 11:51:47,320 [Worker-223: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Updating TestRunner (1) from maven configuration
2025-11-30 11:51:47,356 [Worker-223: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Reset launch configuration name: TestNgRunner
2025-11-30 11:51:47,356 [Worker-223: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Updating TestNgRunner from maven configuration
2025-11-30 11:51:47,457 [Worker-221: Download sources and javadoc] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/cucumber/cucumber-junit/7.20.1/cucumber-junit-7.20.1-sources.jar
2025-11-30 11:51:47,481 [Worker-223: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed for 1 poms: local refresh takes 0.00 sec, refresh facades takes 3.00 sec, update config takes 1.00 sec 
2025-11-30 11:51:47,506 [Worker-221: Download sources and javadoc] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/cucumber/cucumber-junit/7.20.1/cucumber-junit-7.20.1-sources.jar
2025-11-30 11:51:47,516 [Worker-221: Download sources and javadoc] INFO  o.e.m.j.internal.DownloadSourcesJob - Downloaded sources for io.cucumber:cucumber-junit:7.20.1
2025-11-30 11:52:29,532 [Worker-226: Launching TestRunner (1)] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory E:\Selenium\BDDFramework_regTest\src\main\resources
2025-11-30 11:52:29,541 [Worker-226: Launching TestRunner (1)] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory E:\Selenium\BDDFramework_regTest\src\test\resources
2025-11-30 11:59:55,389 [Worker-230: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2025-11-30 11:59:55,500 [Worker-230: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: bdd:framework:1.0 @ E:\Selenium\BDDFramework_regTest\pom.xml.
2025-11-30 11:59:59,384 [Worker-230: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/cucumber/messages/maven-metadata.xml
2025-11-30 11:59:59,401 [Worker-230: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/cucumber/messages/maven-metadata.xml
2025-11-30 11:59:59,910 [Worker-230: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/cucumber/query/maven-metadata.xml
2025-11-30 11:59:59,918 [Worker-230: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/cucumber/query/maven-metadata.xml
2025-11-30 12:00:00,338 [Worker-230: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /BDDFramework_regTest/src/main/java
2025-11-30 12:00:00,339 [Worker-230: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /BDDFramework_regTest/src/main/resources
2025-11-30 12:00:00,345 [Worker-230: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /BDDFramework_regTest/src/test/java
2025-11-30 12:00:00,346 [Worker-230: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /BDDFramework_regTest/src/test/resources
2025-11-30 12:00:00,528 [Worker-230: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Reset launch configuration name: TestRunner
2025-11-30 12:00:00,529 [Worker-230: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Updating TestRunner from maven configuration
2025-11-30 12:00:00,538 [Worker-230: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Reset launch configuration name: TestRunner (1)
2025-11-30 12:00:00,538 [Worker-230: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Updating TestRunner (1) from maven configuration
2025-11-30 12:00:00,772 [Worker-230: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Reset launch configuration name: TestNgRunner
2025-11-30 12:00:00,772 [Worker-230: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Updating TestNgRunner from maven configuration
2025-11-30 12:00:00,895 [Worker-230: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed for 1 poms: local refresh takes 0.00 sec, refresh facades takes 4.00 sec, update config takes 0.00 sec 
2025-11-30 12:08:19,908 [Worker-230: Cleaning all projects] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: bdd:framework:1.0 @ E:\Selenium\BDDFramework_regTest\pom.xml.
2025-11-30 12:08:21,292 [Worker-224: Building Workspace] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 0 resource from src\main\resources to target\classes
2025-11-30 12:08:21,301 [Worker-224: Building Workspace] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 0 resource from src\test\resources to target\test-classes
2025-11-30 12:08:38,322 [Worker-224: Building Workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2025-11-30 12:08:38,323 [Worker-224: Building Workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory E:\Selenium\FrameworkScratchBatch2\src\main\resources
2025-11-30 12:08:38,336 [Worker-224: Building Workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2025-11-30 12:08:38,337 [Worker-224: Building Workspace] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory E:\Selenium\FrameworkScratchBatch2\src\test\resources
2025-11-30 12:08:48,505 [Worker-224: Building Workspace] WARN  o.a.m.s.f.DefaultMavenResourcesFiltering - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2025-11-30 12:08:48,508 [Worker-224: Building Workspace] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 0 resource from src\main\resources to target\classes
2025-11-30 12:08:48,519 [Worker-224: Building Workspace] WARN  o.a.m.s.f.DefaultMavenResourcesFiltering - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2025-11-30 12:08:48,522 [Worker-224: Building Workspace] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 1 resource from src\test\resources to target\test-classes
2025-11-30 12:08:56,940 [Worker-224: Building Workspace] WARN  o.a.m.s.f.DefaultMavenResourcesFiltering - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2025-11-30 12:08:56,943 [Worker-224: Building Workspace] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 0 resource from src\main\resources to target\classes
2025-11-30 12:08:56,950 [Worker-224: Building Workspace] WARN  o.a.m.s.f.DefaultMavenResourcesFiltering - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2025-11-30 12:08:56,952 [Worker-224: Building Workspace] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 2 resources from src\test\resources to target\test-classes
2025-11-30 12:08:57,110 [Worker-224: Building Workspace] WARN  o.a.m.s.f.DefaultMavenResourcesFiltering - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2025-11-30 12:08:57,113 [Worker-224: Building Workspace] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 0 resource from src\main\resources to target\classes
2025-11-30 12:08:57,119 [Worker-224: Building Workspace] WARN  o.a.m.s.f.DefaultMavenResourcesFiltering - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2025-11-30 12:08:57,121 [Worker-224: Building Workspace] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 0 resource from src\test\resources to target\test-classes
2025-11-30 12:24:45,373 [Worker-243: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2025-11-30 12:24:45,460 [Worker-243: Updating Maven Project] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: bdd:framework:1.0 @ E:\Selenium\BDDFramework_regTest\pom.xml.
2025-11-30 12:24:46,960 [Worker-243: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/cucumber/cucumber-picocontainer/7.20.1/cucumber-picocontainer-7.20.1.pom
2025-11-30 12:24:46,974 [Worker-243: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/cucumber/cucumber-picocontainer/7.20.1/cucumber-picocontainer-7.20.1.pom
2025-11-30 12:24:47,130 [Worker-243: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/cucumber/cucumber-picocontainer/7.20.1/cucumber-picocontainer-7.20.1.jar
2025-11-30 12:24:47,139 [Worker-243: Updating Maven Project] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/cucumber/cucumber-picocontainer/7.20.1/cucumber-picocontainer-7.20.1.jar
2025-11-30 12:24:47,307 [Worker-243: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /BDDFramework_regTest/src/main/java
2025-11-30 12:24:47,308 [Worker-243: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /BDDFramework_regTest/src/main/resources
2025-11-30 12:24:47,309 [Worker-243: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /BDDFramework_regTest/src/test/java
2025-11-30 12:24:47,309 [Worker-243: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /BDDFramework_regTest/src/test/resources
2025-11-30 12:24:47,446 [Worker-243: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Reset launch configuration name: TestRunner
2025-11-30 12:24:47,446 [Worker-243: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Updating TestRunner from maven configuration
2025-11-30 12:24:47,451 [Worker-243: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Reset launch configuration name: TestRunner (1)
2025-11-30 12:24:47,452 [Worker-243: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Updating TestRunner (1) from maven configuration
2025-11-30 12:24:47,462 [Worker-243: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Reset launch configuration name: TestNgRunner
2025-11-30 12:24:47,462 [Worker-243: Updating Maven Project] INFO  o.e.m.jdt.internal.UnitTestSupport - Updating TestNgRunner from maven configuration
2025-11-30 12:24:47,547 [Worker-243: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed for 1 poms: local refresh takes 0.00 sec, refresh facades takes 1.00 sec, update config takes 0.00 sec 
2025-11-30 12:24:48,805 [Worker-246: Download sources and javadoc] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/cucumber/cucumber-picocontainer/7.20.1/cucumber-picocontainer-7.20.1-sources.jar
